File Name,Spectral_Centroid_Mean,Spectral_Centroid_Variance,Spectral_Rolloff_Mean,Spectral_Rolloff_Variance,RMS_Mean,RMS_Variance,Chroma_Mean,Chroma_Variance,Zero_Crossing_Rate_Mean,Zero_Crossing_Rate_Variance,Tempo,MFCC1_Mean,MFCC1_Variance,MFCC2_Mean,MFCC2_Variance,MFCC3_Mean,MFCC3_Variance,MFCC4_Mean,MFCC4_Variance,MFCC5_Mean,MFCC5_Variance,MFCC6_Mean,MFCC6_Variance,MFCC7_Mean,MFCC7_Variance,MFCC8_Mean,MFCC8_Variance,MFCC9_Mean,MFCC9_Variance,MFCC10_Mean,MFCC10_Variance,MFCC11_Mean,MFCC11_Variance,MFCC12_Mean,MFCC12_Variance,MFCC13_Mean,MFCC13_Variance,MFCC14_Mean,MFCC14_Variance,MFCC15_Mean,MFCC15_Variance,MFCC16_Mean,MFCC16_Variance,MFCC17_Mean,MFCC17_Variance,MFCC18_Mean,MFCC18_Variance,MFCC19_Mean,MFCC19_Variance,MFCC20_Mean,MFCC20_Variance,Instrument
ghatam-11.wav,1833.362923,259580.7172,3115.144875,1246367.103,0.023559541,0.000402743,0.22716665,0.09200502,0.086651056,0.000633549,80.74951172,-316.11682,9419.875,98.94863,542.3122,-42.21879,347.57504,15.529554,674.95593,5.5512247,157.67773,-17.172453,104.49636,-32.630646,81.05427,-6.872147,115.73909,-1.5446466,69.40203,10.619989,134.26039,3.5425155,52.54102,4.06994,157.63829,1.640751,92.0489,-2.9101152,41.057983,-8.70113,56.87544,-2.657248,41.904808,-7.790247,38.209118,-10.815777,49.57457,-6.4154496,26.800056,5.0100856,28.508356,Ghatam
ghatam-12.wav,1757.651051,230664.18,2943.858032,1194994.554,0.039475661,0.000825958,0.219921,0.089164,0.084955389,0.000406781,161.4990234,-257.40924,9185.374,107.457565,607.964,-48.452854,475.27524,-0.3973478,515.00964,-5.5492077,166.79578,-20.627213,119.89621,-28.002052,166.63719,0.28307164,216.6177,1.5455054,165.95752,13.063376,333.0063,1.8487153,89.03883,4.1013045,120.01129,2.1459308,129.60933,3.082849,92.474815,-7.654185,58.130013,-6.3947372,41.838524,-7.638431,86.69579,-3.5008793,75.11168,0.90888613,42.375446,4.753282,32.696854,Ghatam
ghatam-13.wav,1865.77358,346410.1783,3204.678955,1489984.547,0.039022731,0.000776681,0.23398674,0.08820574,0.087154874,0.000664453,161.4990234,-245.18558,10611.562,101.2645,947.5635,-45.366463,532.68396,17.91399,516.38666,1.5519809,143.38972,-22.625385,154.30492,-33.262398,106.50491,-2.3107374,172.27676,5.693767,127.157394,21.984987,174.3021,4.3450384,59.04875,1.8972491,108.43426,-2.0114195,135.83722,-3.2541876,70.5869,-12.276702,40.672325,-5.3255787,41.08979,-5.208907,29.512678,-1.6925668,46.19682,-1.4188552,42.340343,2.542662,35.028374,Ghatam
ghatam-14.wav,1927.20403,362097.6723,3283.886885,1588274.681,0.039727178,0.001057756,0.24959213,0.09593828,0.097545277,0.001178744,161.4990234,-245.37965,10757.121,100.817986,1043.5073,-48.40096,591.5202,14.655973,476.35724,-2.0486774,156.05151,-19.048326,182.46776,-24.885489,202.88788,2.0373302,430.19778,-3.8054006,154.79292,1.904372,118.41189,-4.976231,82.85877,6.8109274,121.42872,8.955485,182.9722,4.8852043,106.1782,-7.3354344,43.35528,-3.838999,44.623352,-9.408248,59.301083,-3.1714103,58.32301,2.897302,192.23091,-0.15510157,51.725338,Ghatam
ghatam-15.wav,1886.032473,401072.3445,3168.366144,1567799.359,0.044464772,0.001239477,0.2636957,0.10015594,0.098117898,0.001379546,161.4990234,-234.81636,10253.525,96.69916,867.107,-46.211723,479.98538,13.399412,610.912,0.89342517,172.60474,-22.30443,173.92793,-24.841766,253.02234,0.92785364,535.85754,-3.4866946,158.33138,1.7581462,121.781845,-3.2470129,106.29864,7.1845536,108.23193,10.080038,185.47307,4.7823906,130.75148,-5.8294735,53.313007,-3.5743752,55.02952,-9.229872,57.01832,-4.051465,51.20266,2.6081538,194.00372,1.1525785,54.96936,Ghatam
ghatam-16.wav,1868.706654,328038.047,3225.184437,1552827.938,0.044216503,0.001096159,0.23419939,0.0894259,0.086541193,0.000571191,112.3471467,-231.19662,9929.978,101.20882,811.0457,-49.829266,427.04007,9.431287,554.63873,-1.3443428,139.59422,-21.105236,157.46715,-29.828049,104.496315,-4.1156054,221.39983,1.5740508,179.88905,15.465011,245.57649,1.1320133,85.1288,3.9676964,134.65948,3.3240092,209.86655,2.3831985,138.80266,-10.560094,52.395805,-6.3973923,42.604603,-6.45999,42.737335,-1.6506604,46.57366,-0.29774955,59.027817,2.779945,59.588097,Ghatam
ghatam-17.wav,1873.707185,361983.3268,3284.890137,1601603.503,0.045573786,0.00108429,0.2377466,0.0890774,0.088135875,0.000690952,161.4990234,-225.65918,10466.08,101.70138,925.0038,-41.608814,507.59683,19.734116,489.491,1.0752709,126.214935,-23.903866,156.61679,-31.219915,143.08386,-0.043309283,170.33829,6.467898,94.71623,19.790077,189.48813,2.889871,65.72905,1.8918377,91.17326,-0.19564873,105.76424,-2.9537265,78.70512,-11.891657,58.374527,-4.9190507,44.52894,-5.2134666,38.16268,-1.4854296,45.01468,-0.61646396,30.36763,3.4464593,35.571747,Ghatam
ghatam-18.wav,1960.023467,333399.5586,3460.336803,1496708.177,0.044651456,0.000920613,0.2586441,0.088045955,0.093342729,0.000684292,112.3471467,-213.10397,9809.24,101.88974,1059.0913,-45.955566,543.7488,25.16018,395.99255,-0.38214117,160.0111,-21.09391,133.68768,-32.726116,107.576515,0.22182585,148.36082,3.6941957,102.07409,19.518095,222.28325,1.9702723,76.02774,6.544898,76.42336,2.8946927,111.13608,2.1394138,77.273796,-10.169973,65.76754,-3.3648179,50.72891,-4.6281996,33.55951,-1.8635678,53.77876,-2.1799364,30.004833,1.3893456,39.99202,Ghatam
ghatam-19.wav,2188.919271,393289.6461,3729.844416,1721232.662,0.042885763,0.000715239,0.26623246,0.1022651,0.102142889,0.000736218,112.3471467,-214.31956,9411.803,83.55623,1107.4515,-48.82599,388.22818,26.736107,575.46844,1.6132559,200.84793,-19.288443,143.96107,-32.2795,99.590485,5.1686225,105.687225,12.764366,63.180534,28.768972,76.610916,4.7349386,49.594055,-0.16819823,114.57226,-8.931377,54.970844,-4.07326,46.055668,-15.167539,34.069042,-6.2254934,39.407543,-2.7154891,38.616764,1.3742195,80.4537,1.1659408,31.101295,5.9469743,29.651436,Ghatam
ghatam-20.wav,2155.224992,390323.883,3809.517267,1950818.812,0.049796701,0.000822429,0.24061929,0.08669513,0.095565518,0.000533063,143.5546875,-196.05318,8714.102,84.66445,954.51953,-47.124424,411.26666,24.184734,407.85794,0.388291,102.68136,-23.277552,152.1522,-36.59051,86.3534,1.0266267,130.32655,13.067802,61.062233,30.070608,69.640686,6.056284,49.088505,1.3445901,81.957245,-9.508801,30.600574,-5.8831673,47.626682,-13.887395,36.761837,-6.291983,40.083992,-5.1523333,36.529655,-0.91942316,42.015713,0.2509999,30.691862,6.1807985,19.853788,Ghatam
ghatam-21.wav,2127.328876,329362.1737,3693.923118,1476455.205,0.048213524,0.000936169,0.29352638,0.10291565,0.104007235,0.000794293,107.6660156,-191.55457,9217.588,91.50969,1028.3148,-46.40349,579.4407,32.731182,308.97372,3.7580686,81.39319,-20.048508,116.547516,-33.912117,71.06264,4.5895915,82.605835,11.052221,56.10645,29.764896,54.588726,3.2586622,43.36877,2.7609901,55.064453,-7.6119914,37.470715,-7.158501,43.211094,-13.967493,25.581621,-3.8317006,37.24356,-3.8959272,21.785267,-1.3998147,36.212025,-1.3757457,21.78404,6.1415234,24.697046,Ghatam
ghatam-22.wav,1908.200043,345772.5706,3234.580744,1482288.419,0.040284535,0.001121029,0.24081266,0.088447176,0.093553578,0.000837688,103.359375,-245.65936,12825.077,97.96734,922.7495,-43.51582,556.4432,12.59155,1023.86206,-1.5613917,203.75665,-20.258533,105.55308,-32.499466,88.159424,-2.2053857,137.61801,6.722917,165.22011,22.131891,240.52711,3.968575,62.061054,-1.1682522,94.22185,-7.876664,71.86686,-4.7604213,44.290985,-10.457703,47.926445,-6.704014,50.674095,-5.2388887,38.22836,0.8714717,51.473003,-0.20507604,24.283197,4.5875654,34.7589,Ghatam
ghatam-23.wav,1717.482944,239745.5411,2846.934149,1462164.152,0.032545825,0.001021305,0.22475664,0.0904959,0.088442161,0.000354795,135.9991776,-286.95578,8145.475,110.57238,510.04294,-44.190628,593.9147,-11.609729,626.9162,-8.745933,220.62814,-16.360775,218.31346,-22.448475,142.88017,2.070188,172.98007,2.5453837,148.41869,7.9446,323.00876,-0.48577815,99.681786,-0.61330146,131.23357,-2.0744686,145.62512,2.8087647,62.370045,-7.6364045,52.534184,-8.891776,53.82912,-6.4869237,118.80973,3.7080014,73.23934,3.7584705,66.28616,3.9226348,51.845615,Ghatam
ghatam-24.wav,2487.962008,467387.5587,4543.897372,2238308.792,0.024585196,0.000408265,0.23037583,0.08621338,0.11414351,0.000659734,135.9991776,-254.65367,7755.1396,74.12764,1213.8528,-32.818363,326.75214,18.543016,389.06567,-3.7859464,127.83501,-11.409001,158.18962,-28.593786,86.82464,10.503607,126.39229,15.979205,78.53028,22.229364,96.18229,-5.431453,59.549232,-7.712201,68.45827,-13.101375,32.81887,1.9022924,45.886547,-13.851686,37.27534,-5.788372,30.58349,7.235444,28.662186,12.090659,28.900475,0.10496908,21.834122,1.6080096,23.110294,Ghatam
ghatam-25.wav,2087.134702,289950.8257,3579.992898,1546719.305,0.033268911,0.000505994,0.24189065,0.10820657,0.096398926,0.000869359,135.9991776,-264.1558,8463.558,85.18014,781.1844,-49.32194,544.6337,27.620644,492.77383,10.011469,137.63808,-17.617203,130.37036,-34.896587,109.92346,-4.0297575,95.48031,-0.7599918,42.85537,16.758377,98.619095,3.269785,62.142075,9.361572,111.75952,2.7601519,61.116337,-4.1280017,30.569294,-9.056765,40.220497,-0.6799808,34.0405,-9.370958,30.100496,-13.694721,37.171955,-7.398621,24.176893,8.788983,38.562874,Ghatam
ghatam-26.wav,2014.854034,380620.6747,3446.193404,1955892.455,0.054544948,0.001028613,0.25745812,0.097515486,0.098859197,0.000765493,135.9991776,-197.85982,8106.23,95.613464,1145.4912,-56.72532,477.5152,-0.05034642,695.54254,-10.067708,182.42438,-17.364473,172.88751,-25.561031,115.380775,8.76783,186.98245,2.8176873,114.168686,11.629427,191.89194,-0.013064708,112.08983,8.14393,98.71402,3.0172923,133.07588,4.647513,66.904015,-8.444896,41.21613,-8.787244,61.1176,-12.743967,73.23326,-2.831227,67.98484,3.7105858,71.05311,8.273645,60.89306,Ghatam
ghatam-27.wav,2120.111166,266757.3648,3702.732156,1444636.826,0.038827989,0.000504111,0.24313657,0.08521934,0.097212358,0.000727965,135.9991776,-215.59874,7778.7305,89.28257,762.4612,-48.25623,352.21686,20.482868,474.9433,3.2662687,110.50043,-18.072268,131.5184,-36.229053,109.229546,-0.742602,114.50483,3.6510785,125.820946,21.970896,139.26138,5.4183,45.1571,9.505911,82.86249,-0.6225545,117.91935,-0.7379226,63.14854,-13.987815,36.62271,-4.8901076,42.272778,-5.2275887,33.387077,-0.5322966,38.065895,-2.5062156,29.88486,2.5143943,33.9124,Ghatam
ghatam-28.wav,2084.828316,308996.4689,3544.658869,1426646.854,0.041455988,0.000847176,0.23862562,0.084924825,0.098898038,0.000829538,103.359375,-223.80875,9679.564,89.4052,795.0086,-50.79908,445.63373,26.242027,515.7919,4.1994963,121.473526,-22.688263,147.90651,-35.36922,84.42497,0.82162905,101.566734,11.197964,65.27151,27.740995,76.19806,5.429945,48.09384,1.0487065,79.184616,-7.988302,36.62076,-6.199903,36.866753,-12.066176,29.695642,-5.0803447,30.4051,-6.2816525,28.426699,-2.3333178,36.749786,0.12564783,32.03588,6.812026,22.709194,Ghatam
ghatam-29.wav,2152.413921,324362.6716,3675.937999,1453770.47,0.045164647,0.000915004,0.24852651,0.08624378,0.104181463,0.000834069,103.359375,-211.31316,9602.313,86.23742,1026.716,-53.877304,402.80984,30.408234,443.42023,5.042178,124.28697,-20.803469,113.898125,-36.982742,88.35811,0.3953334,85.912735,10.677626,83.06835,29.752342,77.426796,5.261714,55.625706,2.5617747,61.96066,-8.46782,37.925694,-6.0419416,48.371994,-13.901632,31.499502,-4.9623947,35.10925,-5.9453306,26.164993,-1.6347007,43.111107,-0.70632225,27.743382,7.41876,29.231857,Ghatam
ghatam-30.wav,2073.34069,330660.7496,3626.827615,1543669.378,0.047674187,0.000948897,0.24072073,0.087142654,0.097145774,0.000922309,99.38401442,-204.14053,8919.087,89.43453,848.73303,-45.43136,500.63458,29.11399,473.51776,6.207452,119.826,-19.537848,165.02898,-33.678303,91.53006,0.11048965,107.46928,10.740207,73.861694,27.621994,82.05437,5.635918,50.083767,2.816878,82.96265,-4.4945436,67.12214,-5.386396,61.704533,-12.895354,38.739113,-4.8548403,45.512634,-5.7098584,23.193699,-3.055371,45.37607,-2.228596,31.519573,4.921371,29.18093,Ghatam
Harmonium1.wav,1711.207151,35266.59802,3205.899253,192488.0016,0.043270166,0.000530089,0.21806508,0.08772914,0.082810687,0.000693953,112.3471467,-224.51611,1169.9655,102.157616,181.04439,-34.141476,89.19985,12.198044,106.80713,-18.173468,62.03016,-10.682197,89.25468,-29.71267,67.56355,-17.41374,74.4748,-16.966404,46.87719,-6.7706795,72.468185,-19.882862,111.60022,-0.43135378,174.16187,-3.704292,117.05868,8.507911,106.675705,-4.1241484,136.01242,3.4520295,107.637024,-2.8910954,97.80661,-3.2265215,63.023026,-8.177304,45.860836,10.166098,50.174915,Harmonium
Harmonium2.wav,1597.358415,17131.69583,3025.839708,156117.3103,0.031678525,0.000163566,0.22327566,0.08099695,0.08094253,0.000253943,117.4538352,-229.69115,557.18604,112.45155,153.32784,-42.88976,85.48877,14.251881,60.653694,-22.43047,42.51714,-5.9335275,31.780764,-21.048988,35.38844,-18.490364,34.355255,-16.587648,51.960316,-1.8298408,47.17533,-27.54538,70.6938,-6.2465115,50.37724,-11.067502,35.34489,-4.5466056,24.219097,-8.269,31.601927,-2.4173355,39.70005,-3.3729002,36.31254,0.63206774,39.336876,-8.551188,35.204895,6.4439435,54.859787,Harmonium
Harmonium3.wav,1733.502967,51743.38378,3281.939938,379761.5602,0.022902542,0.000272662,0.27174026,0.08608178,0.089901528,0.000344851,123.046875,-261.30157,1196.573,109.16988,114.5314,-36.134407,104.546844,7.873572,87.711784,-23.5781,68.0173,-6.4936814,49.354115,-21.421862,44.883266,-14.669048,59.331738,-14.881384,50.217846,-0.8142218,43.336845,-16.941889,81.63139,-4.6601076,52.34113,-8.781517,61.7977,-1.6477033,66.41515,-9.351728,48.609035,-0.3325314,73.33497,-2.3067808,31.013098,5.703106,36.01432,-4.3794494,29.70332,7.3234024,52.089336,Harmonium
Harmonium4.wav,1548.127722,7733.058923,2722.751131,81215.51451,0.064851822,0.00038287,0.1794465,0.07969085,0.085539851,9.18E-05,123.046875,-217.06105,430.78598,97.70882,190.2684,-43.00694,64.97366,1.9392921,33.77129,-31.642305,48.753166,-1.0235717,32.64991,-18.761711,60.04409,-8.880108,33.65601,-12.953485,58.983574,-6.3349257,56.42137,-24.38569,46.633198,-16.626167,70.755875,-13.404938,40.42078,-2.923678,42.910343,-5.357164,25.621264,-6.0812397,36.566994,-1.2119662,47.72116,5.5200677,35.698586,-5.193378,40.670635,-3.0752637,54.71676,Harmonium
Harmonium5.wav,1517.953791,21540.2121,2717.705067,202796.2835,0.05204489,0.000382087,0.20100392,0.083574995,0.073866417,0.000487446,123.046875,-217.98204,294.7093,109.7233,275.2041,-41.14494,75.2403,4.2979364,41.005127,-28.97624,35.756092,-3.932137,24.497055,-20.901358,44.2214,-16.016985,49.998547,-17.582329,40.8943,-8.155083,34.965668,-31.514225,83.034485,-8.996604,33.680332,-13.172884,26.190533,-7.46326,39.481842,-8.306082,59.72637,-4.8462334,29.40482,-3.5387013,40.065685,5.1996264,37.642063,0.14352737,98.203156,8.850272,199.65523,Harmonium
Harmonium6.wav,1701.964006,51700.96601,3136.603307,397782.8856,0.042051873,0.001284729,0.26492825,0.08553723,0.088160256,0.000570982,123.046875,-234.9178,1824.1495,106.96027,230.54489,-36.067486,186.35535,7.2211823,58.00274,-20.277071,47.120045,-5.4370565,49.350822,-15.438397,80.300934,-12.228735,93.12891,-14.734182,58.752018,-3.0550978,42.76401,-19.727354,66.95444,-3.0140774,55.692707,-5.5716934,40.241993,-2.930598,128.80162,-5.7577806,43.869015,-0.1635986,46.204464,-1.933395,47.05303,6.538606,62.962635,-1.8005694,55.77498,7.1850915,154.7144,Harmonium
Harmonium7.wav,1534.299551,24498.95264,2644.562122,205082.3681,0.063438208,0.000585501,0.24054267,0.08820895,0.084895229,0.000315307,129.1992188,-201.19867,999.44324,105.94054,369.1204,-50.481018,103.29696,8.40618,66.547935,-21.393171,47.682407,-7.2799397,43.535328,-21.549019,44.542816,-21.591969,46.76245,-18.862204,62.06435,-4.8677034,42.42369,-20.488136,62.512505,1.7725408,82.26438,-9.103915,44.74223,-11.8633585,53.213127,-7.219318,44.72635,-2.9907796,48.87954,-1.4633014,33.62483,6.2718983,43.59428,-5.4431915,33.801983,-3.6777015,63.864643,Harmonium
Harmonium8.wav,1494.826371,18318.47402,2793.920615,197969.2795,0.043406649,0.000957866,0.26740253,0.08822808,0.071669718,0.000154967,112.3471467,-224.62367,1895.7322,114.757416,233.06772,-37.17887,136.99294,11.386616,64.72042,-20.603199,41.537292,-6.8018155,49.991932,-20.87848,55.299477,-20.120121,56.992146,-19.27638,49.08508,-4.0532217,45.405445,-26.078629,59.38699,-9.548437,64.59897,-11.155023,41.4343,-5.3159513,81.596954,-4.66872,56.33231,-2.241175,33.476536,-3.7449057,47.602108,4.520587,47.657543,-4.164473,38.86512,2.3132854,99.378944,Harmonium
Harmonium9.wav,1503.41548,30038.13413,2578.363759,250814.6251,0.044159348,0.000231464,0.26419538,0.0878268,0.083101843,0.00026423,107.6660156,-214.60847,872.5504,116.52744,339.46948,-44.351604,60.5317,6.5110407,47.275555,-23.233644,28.831373,-1.6019396,28.010292,-19.057621,33.78299,-17.22091,74.978836,-19.660625,30.692451,0.38326642,46.407112,-19.55023,71.21339,-1.498743,65.924774,-12.943364,38.66728,-10.476404,37.444233,-12.056949,28.457214,-4.3391905,55.602276,-2.7605,38.926193,3.1434884,48.44598,-6.646489,30.462252,1.9583689,58.04971,Harmonium
Harmonium10.wav,1729.477952,97650.00403,3147.319948,708426.0014,0.029162844,0.000463107,0.2850272,0.0869618,0.098335992,0.000512513,129.1992188,-254.48505,1365.9818,107.69308,147.18637,-41.796875,149.75848,5.5359983,47.28598,-22.951162,44.232582,-1.8894304,65.16379,-17.94715,39.933098,-18.442114,36.057644,-16.5623,84.64199,-3.2661643,53.620148,-20.38764,89.31478,-2.5374541,74.19772,-7.266127,50.879128,-4.3135734,103.4742,-10.849737,38.867577,0.89120793,58.61652,-0.71726215,28.30882,6.1949563,26.524904,-5.2040014,33.134167,5.755461,79.192215,Harmonium
Harmonium11.wav,1539.690825,32571.78342,2579.762668,214561.393,0.064474641,0.000503645,0.22663468,0.086002424,0.077972058,0.000845671,129.1992188,-210.23885,910.91016,95.4226,279.27542,-38.15288,51.014885,-0.7896422,82.606964,-24.855324,56.638535,-3.719275,65.122314,-29.771252,78.2624,-18.056053,43.673428,-15.745053,39.64458,-6.9532866,32.50335,-28.784767,48.48144,-5.3903317,43.515385,-17.437513,47.112732,-5.1480675,51.80071,-3.1101224,49.63911,-5.5954804,59.210484,-4.529203,36.28354,-3.5038288,58.19817,-8.774941,29.43283,-0.14585097,48.72716,Harmonium
Harmonium12.wav,1607.859219,25730.93638,2764.218784,198611.8529,0.042484087,0.00038954,0.2344796,0.08049905,0.089032591,0.000410762,112.3471467,-224.0444,1060.8828,104.49215,307.25528,-41.74743,41.024918,-0.012922098,88.7913,-23.108662,53.08735,0.2982613,34.85219,-22.953724,90.44971,-15.501959,53.70968,-14.736893,60.638615,-0.7795256,62.391193,-25.969038,83.943855,-8.408994,51.660282,-13.83651,31.681395,-3.798258,32.793377,-6.6857224,33.567055,-3.2413726,66.51752,-2.957719,50.54669,1.8533257,42.214302,-6.0328183,71.550644,2.2319317,70.75465,Harmonium
